,OutcomeType,SexUponOutcome,Breed,Color,Age
1956,1,Neutered Male,Chihuahua Shorthair,Buff,0.25
1957,0,Intact Female,Rat Terrier Mix,Tan/White,0.25
1958,1,Spayed Female,Chihuahua Shorthair Mix,Black/White,0.25
1959,0,Intact Male,Chihuahua Shorthair Mix,Black/Tan,0.25
1960,1,Spayed Female,Dachshund Mix,Sable,0.25
1961,1,Neutered Male,Dachshund Mix,Tricolor,0.25
1962,1,Spayed Female,Chihuahua Shorthair/Dachshund,Black/White,0.25
1963,1,Neutered Male,Labrador Retriever Mix,Tan,0.25
1964,1,Neutered Male,Border Collie Mix,Tricolor,0.25
1965,1,Spayed Female,Border Collie Mix,Black/Brown,0.25
1966,1,Spayed Female,Border Collie Mix,Black/Brown,0.25
1967,1,Neutered Male,Border Collie Mix,Tricolor,0.25
1968,1,Spayed Female,Border Collie Mix,Tricolor,0.25
1969,1,Neutered Male,Border Collie Mix,Black/Brown,0.25
1970,1,Spayed Female,Border Collie Mix,Tricolor,0.25
1971,1,Neutered Male,Labrador Retriever Mix,Tan/White,0.25
1972,1,Intact Female,Anatol Shepherd Mix,Tan/White,0.25
1973,0,Intact Female,Pit Bull Mix,Brown,0.25
1974,0,Spayed Female,Chihuahua Shorthair Mix,Tan,0.25
1975,0,Neutered Male,Chihuahua Shorthair Mix,Cream,0.25
1976,1,Spayed Female,Chihuahua Shorthair Mix,Black/White,0.25
1977,1,Neutered Male,Beagle Mix,Tan/White,0.25
1978,1,Spayed Female,Australian Shepherd Mix,Black/White,0.25
1979,0,Intact Male,Dachshund Mix,Red/White,0.25
1980,0,Intact Male,Miniature Poodle Mix,White,0.25
1981,1,Neutered Male,Labrador Retriever Mix,Buff,0.25
1982,0,Intact Male,Catahoula Mix,Brown Brindle/White,0.25
1983,0,Intact Male,Catahoula Mix,Tan/White,0.25
1984,0,Intact Female,Catahoula Mix,Tan/White,0.25
1985,0,Intact Male,Catahoula Mix,White,0.25
1986,0,Intact Female,Catahoula Mix,Tan/White,0.25
1987,1,Neutered Male,Australian Cattle Dog Mix,Tricolor,0.25
1988,0,Intact Male,German Shepherd Mix,Sable/White,0.25
1989,0,Intact Male,Jack Russell Terrier Mix,Tricolor,0.25
1990,1,Neutered Male,Jack Russell Terrier Mix,Tan/White,0.25
1991,1,Neutered Male,Jack Russell Terrier Mix,Brown/White,0.25
1992,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
1993,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
1994,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
1995,1,Spayed Female,German Shepherd Mix,Black/Tan,0.25
1996,1,Intact Male,Labrador Retriever Mix,White,0.25
1997,0,Intact Male,Chihuahua Shorthair Mix,Chocolate/White,0.25
1998,1,Neutered Male,Chihuahua Shorthair,Tan,0.25
1999,1,Neutered Male,German Shepherd,Black/Tricolor,0.25
2000,1,Spayed Female,German Shepherd Mix,Tan/Black,0.25
2001,1,Spayed Female,Labrador Retriever,Black,0.25
2002,1,Spayed Female,Labrador Retriever,Black,0.25
2003,1,Spayed Female,Labrador Retriever,Black,0.25
2004,0,Neutered Male,Australian Shepherd Mix,White/Black,0.25
2005,0,Intact Female,Pit Bull Mix,Tan/White,0.25
2006,1,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2007,1,Spayed Female,Pit Bull Mix,Brown Brindle,0.25
2008,1,Neutered Male,German Shepherd Mix,Tan/Black,0.25
2009,1,Neutered Male,German Shepherd Mix,Black/Tan,0.25
2010,1,Spayed Female,Pit Bull Mix,Fawn/White,0.25
2011,1,Neutered Male,Yorkshire Terrier Mix,Black/White,0.25
2012,1,Spayed Female,Labrador Retriever Mix,Black/Tan,0.25
2013,1,Neutered Male,German Shepherd Mix,Black/Tan,0.25
2014,0,Intact Female,German Shepherd Mix,Black/Tan,0.25
2015,0,Intact Female,Great Pyrenees Mix,Cream,0.25
2016,0,Intact Male,Great Pyrenees Mix,Cream,0.25
2017,1,Neutered Male,Boxer Mix,Brown/White,0.25
2018,1,Neutered Male,Beagle Mix,Black/White,0.25
2019,1,Spayed Female,Miniature Schnauzer Mix,Black/White,0.25
2020,1,Neutered Male,Miniature Schnauzer Mix,Black/White,0.25
2021,1,Spayed Female,German Shepherd,Black/Tan,0.25
2022,1,Neutered Male,German Shepherd,White,0.25
2023,1,Neutered Male,Chihuahua Shorthair Mix,Brown/Black,0.25
2024,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2025,1,Neutered Male,Australian Cattle Dog Mix,Tan/White,0.25
2026,1,Spayed Female,Anatol Shepherd Mix,Tan,0.25
2027,1,Spayed Female,Anatol Shepherd Mix,Cream,0.25
2028,1,Spayed Female,Anatol Shepherd Mix,Tan,0.25
2029,1,Spayed Female,Anatol Shepherd Mix,Tan,0.25
2030,1,Spayed Female,Pointer Mix,White/Black,0.25
2031,1,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2032,0,Intact Male,Great Pyrenees Mix,White,0.25
2033,1,Neutered Male,German Shepherd Mix,Brown/Black,0.25
2034,1,Spayed Female,Black Mouth Cur Mix,Tan/Black,0.25
2035,1,Spayed Female,Black Mouth Cur Mix,Tan/Black,0.25
2036,1,Intact Male,Chihuahua Longhair Mix,Black/White,0.25
2037,1,Spayed Female,Border Collie Mix,Black/White,0.25
2038,1,Spayed Female,Rottweiler Mix,Black/Tan,0.25
2039,1,Spayed Female,Border Collie Mix,Black/White,0.25
2040,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2041,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2042,1,Neutered Male,Labrador Retriever Mix,Brown/Tan,0.25
2043,1,Spayed Female,Labrador Retriever Mix,Tan,0.25
2044,1,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2045,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2046,1,Spayed Female,Pointer Mix,Black/White,0.25
2047,1,Spayed Female,Border Collie Mix,Black/White,0.25
2048,1,Neutered Male,Pit Bull Mix,Brown Brindle/White,0.25
2049,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.25
2050,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.25
2051,1,Spayed Female,Labrador Retriever Mix,Black,0.25
2052,0,Intact Female,Miniature Poodle Mix,Black,0.25
2053,0,Intact Male,Great Pyrenees Mix,White,0.25
2054,1,Neutered Male,Chihuahua Shorthair Mix,Tricolor,0.25
2055,1,Neutered Male,Chihuahua Shorthair Mix,Brown/White,0.25
2056,1,Neutered Male,Chihuahua Shorthair Mix,Tricolor,0.25
2057,1,Neutered Male,Border Collie Mix,Black/White,0.25
2058,1,Spayed Female,Labrador Retriever Mix,Tan,0.25
2059,1,Spayed Female,Beagle Mix,Tricolor,0.25
2060,1,Neutered Male,Labrador Retriever Mix,White/Black,0.25
2061,1,Neutered Male,Labrador Retriever Mix,Tan,0.25
2062,1,Neutered Male,Labrador Retriever Mix,Tan,0.25
2063,1,Spayed Female,Labrador Retriever Mix,Tan,0.25
2064,1,Spayed Female,Labrador Retriever Mix,White/Brown,0.25
2065,1,Intact Male,Boxer Mix,Black,0.25
2066,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
2067,0,Intact Male,Labrador Retriever Mix,Black,0.25
2068,1,Neutered Male,Labrador Retriever Mix,White/Brown,0.25
2069,1,Spayed Female,Labrador Retriever Mix,White/Brown,0.25
2070,1,Spayed Female,Labrador Retriever Mix,White,0.25
2071,1,Spayed Female,Labrador Retriever Mix,Tan/White,0.25
2072,1,Spayed Female,Pit Bull Mix,Brown Brindle/White,0.25
2073,0,Intact Male,Great Pyrenees Mix,Cream,0.25
2074,1,Intact Female,Chihuahua Shorthair Mix,Tan,0.25
2075,1,Intact Male,Chihuahua Shorthair Mix,Tan,0.25
2076,1,Neutered Male,German Shepherd Mix,Black/Tan,0.25
2077,1,Neutered Male,Black Mouth Cur Mix,Brown/White,0.25
2078,1,Spayed Female,Beagle Mix,Sable,0.25
2079,1,Neutered Male,Beagle Mix,Sable,0.25
2080,1,Neutered Male,Chihuahua Shorthair Mix,White,0.25
2081,1,Spayed Female,Australian Cattle Dog Mix,Black/Tan,0.25
2082,1,Spayed Female,German Shepherd Mix,Tricolor,0.25
2083,1,Neutered Male,Cairn Terrier Mix,Tan,0.25
2084,1,Neutered Male,Labrador Retriever Mix,Black,0.25
2085,1,Spayed Female,Labrador Retriever Mix,Black,0.25
2086,1,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2087,1,Neutered Male,Labrador Retriever Mix,Black/Tan,0.25
2088,1,Neutered Male,Labrador Retriever Mix,Black,0.25
2089,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.25
2090,1,Neutered Male,Siberian Husky Mix,Tan,0.25
2091,1,Spayed Female,Pointer Mix,Black/White,0.25
2092,1,Spayed Female,Labrador Retriever Mix,Black/Tan,0.25
2093,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2094,1,Spayed Female,Labrador Retriever Mix,Tan/Black,0.25
2095,1,Spayed Female,Pointer Mix,White/Black,0.25
2096,1,Spayed Female,Labrador Retriever Mix,Black,0.25
2097,1,Neutered Male,Labrador Retriever Mix,Tricolor,0.25
2098,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,0.25
2099,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.25
2100,1,Spayed Female,Chihuahua Shorthair Mix,Black/White,0.25
2101,1,Neutered Male,Dachshund Mix,Sable,0.25
2102,1,Neutered Male,Dachshund Mix,Black/Tan,0.25
2103,1,Spayed Female,Miniature Schnauzer Mix,Tan,0.25
2104,1,Spayed Female,Labrador Retriever Mix,White,0.25
2105,1,Neutered Male,Dachshund Mix,Tan/White,0.25
2106,1,Spayed Female,Labrador Retriever Mix,Black,0.25
2107,1,Spayed Female,Labrador Retriever Mix,White,0.25
2108,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2109,1,Neutered Male,Labrador Retriever Mix,Tan,0.25
2110,1,Neutered Male,Pointer Mix,Black/White,0.25
2111,1,Spayed Female,Cairn Terrier Mix,Black/White,0.25
2112,0,Intact Male,Chihuahua Shorthair Mix,Brown,0.25
2113,0,Intact Female,Pit Bull Mix,Brown,0.25
2114,1,Intact Male,Chihuahua Shorthair Mix,Sable/White,0.25
2115,1,Neutered Male,Boxer Mix,Brown,0.25
2116,0,Intact Female,Australian Shepherd Mix,Brown/Black,0.25
2117,1,Intact Female,Labrador Retriever,White,0.25
2118,1,Spayed Female,Dachshund Mix,Tricolor,0.25
2119,1,Spayed Female,German Shepherd Mix,Tan,0.25
2120,1,Neutered Male,German Shepherd Mix,Brown,0.25
2121,1,Neutered Male,German Shepherd Mix,Tan,0.25
2122,1,Neutered Male,German Shepherd Mix,Brown/Black,0.25
2123,1,Spayed Female,Pit Bull Mix,Blue/White,0.25
2124,1,Spayed Female,Australian Shepherd Mix,Tricolor,0.25
2125,1,Neutered Male,Pit Bull Mix,Blue/White,0.25
2126,1,Neutered Male,Pit Bull Mix,White/Black,0.25
2127,1,Spayed Female,Labrador Retriever Mix,Tan,0.25
2128,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2129,1,Spayed Female,Siberian Husky Mix,Red,0.25
2130,1,Spayed Female,Border Collie Mix,White/Black,0.25
2131,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2132,1,Spayed Female,German Shepherd Mix,Tan,0.25
2133,1,Spayed Female,Australian Shepherd Mix,Tricolor,0.25
2134,1,Spayed Female,Boxer Mix,Tricolor,0.25
2135,1,Spayed Female,Boxer Mix,Tricolor,0.25
2136,1,Spayed Female,Boxer Mix,Tricolor,0.25
2137,1,Spayed Female,Chihuahua Shorthair/Dachshund,Tan,0.25
2138,1,Neutered Male,Chihuahua Shorthair/Dachshund,Tricolor,0.25
2139,1,Neutered Male,Chihuahua Shorthair/Dachshund,Tan,0.25
2140,1,Spayed Female,German Shepherd Mix,Sable,0.25
2141,1,Spayed Female,Plott Hound Mix,Brown Brindle/White,0.25
2142,1,Neutered Male,Chihuahua Shorthair Mix,White,0.25
2143,1,Neutered Male,Beagle Mix,Tan/White,0.25
2144,0,Intact Male,Australian Cattle Dog Mix,White/Brown,0.25
2145,1,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2146,1,Neutered Male,Chihuahua Shorthair Mix,Brown Brindle/White,0.25
2147,1,Spayed Female,Chihuahua Shorthair Mix,White/Brown Brindle,0.25
2148,1,Neutered Male,Labrador Retriever Mix,Chocolate,0.25
2149,1,Neutered Male,Labrador Retriever Mix,Black,0.25
2150,1,Spayed Female,Pit Bull Mix,Brown Brindle/White,0.25
2151,0,Intact Female,Pit Bull Mix,Black,0.25
2152,0,Intact Female,Pit Bull Mix,Sable,0.25
2153,0,Intact Male,Pit Bull Mix,Black,0.25
2154,0,Intact Female,Pit Bull Mix,Tricolor,0.25
2155,0,Intact Male,Pit Bull Mix,Black/Tan,0.25
2156,0,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2157,0,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2158,1,Neutered Male,Chihuahua Shorthair Mix,Brown,0.25
2159,1,Spayed Female,Australian Shepherd Mix,Tricolor,0.25
2160,1,Neutered Male,Labrador Retriever Mix,Black,0.25
2161,1,Neutered Male,Australian Cattle Dog Mix,Tricolor,0.25
2162,1,Neutered Male,Australian Cattle Dog Mix,Tricolor,0.25
2163,1,Spayed Female,Australian Cattle Dog Mix,Tricolor,0.25
2164,1,Spayed Female,Labrador Retriever Mix,White,0.25
2165,1,Spayed Female,Labrador Retriever Mix,Black/Brown,0.25
2166,1,Neutered Male,Labrador Retriever Mix,Black,0.25
2167,1,Neutered Male,German Shepherd Mix,Brown/Black,0.25
2168,0,Intact Female,Chihuahua Shorthair Mix,Brown/White,0.25
2169,0,Intact Female,Chihuahua Shorthair Mix,Brown/White,0.25
2170,0,Intact Female,Siberian Husky Mix,White,0.25
2171,1,Spayed Female,Rottweiler Mix,Tricolor,0.25
2172,1,Spayed Female,German Shepherd Mix,Brown,0.25
2173,0,Neutered Male,Chihuahua Shorthair Mix,Tricolor,0.25
2174,1,Spayed Female,Labrador Retriever Mix,Tan/White,0.25
2175,1,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2176,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2177,1,Intact Female,Labrador Retriever Mix,White/Tan,0.25
2178,0,Intact Male,Labrador Retriever Mix,Tan/White,0.25
2179,0,Intact Male,Border Collie Mix,Tricolor,0.25
2180,0,Intact Female,Australian Shepherd Mix,Tricolor,0.25
2181,0,Intact Female,Australian Cattle Dog Mix,Black/White,0.25
2182,0,Intact Male,Chihuahua Longhair Mix,Black,0.25
2183,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2184,1,Spayed Female,Chihuahua Shorthair Mix,Tricolor,0.25
2185,1,Spayed Female,Chihuahua Shorthair,Tan,0.25
2186,1,Spayed Female,Chihuahua Shorthair,Tan/Black,0.25
2187,1,Neutered Male,Chihuahua Shorthair,White/Tan,0.25
2188,1,Spayed Female,Australian Shepherd Mix,White/Black,0.25
2189,0,Intact Male,Labrador Retriever,Black/White,0.25
2190,0,Intact Female,Labrador Retriever,Black,0.25
2191,0,Intact Female,Labrador Retriever,Sable,0.25
2192,0,Intact Male,Labrador Retriever,Black,0.25
2193,1,Neutered Male,Pit Bull Mix,Tan,0.25
2194,1,Spayed Female,Boxer Mix,Black/White,0.25
2195,1,Spayed Female,Labrador Retriever,Black,0.25
2196,1,Neutered Male,Plott Hound Mix,Brown Brindle/White,0.25
2197,1,Neutered Male,Plott Hound Mix,Brown Brindle/White,0.25
2198,1,Spayed Female,Labrador Retriever Mix,Brown/White,0.25
2199,0,Spayed Female,Rottweiler Mix,Black/Brown,0.25
2200,1,Spayed Female,Labrador Retriever Mix,Tricolor,0.25
2201,1,Spayed Female,Black Mouth Cur Mix,Black/White,0.25
2202,1,Spayed Female,Black Mouth Cur Mix,Tan/White,0.25
2203,1,Neutered Male,Black Mouth Cur Mix,White/Brown,0.25
2204,1,Neutered Male,Black Mouth Cur Mix,Black/White,0.25
2205,1,Neutered Male,Black Mouth Cur Mix,White/Black,0.25
2206,1,Intact Male,Great Pyrenees Mix,Brown Brindle/White,0.25
2207,1,Spayed Female,Pit Bull Mix,Brown Brindle,0.25
2208,1,Spayed Female,Chihuahua Shorthair Mix,Black/Brown,0.25
2209,1,Spayed Female,Plott Hound Mix,Cream,0.25
2210,1,Spayed Female,Pit Bull Mix,Brown,0.25
2211,1,Neutered Male,Labrador Retriever Mix,Black/Brown,0.25
2212,1,Spayed Female,Chihuahua Shorthair Mix,White,0.25
2213,1,Spayed Female,Chihuahua Shorthair Mix,Brown/White,0.25
2214,1,Neutered Male,Pit Bull Mix,Black/White,0.25
2215,1,Neutered Male,Pit Bull Mix,Tan,0.25
2216,1,Neutered Male,Border Collie Mix,Black/White,0.25
2217,1,Spayed Female,Staffordshire Mix,Blue/White,0.25
2218,1,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2219,1,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2220,1,Neutered Male,Pit Bull Mix,Black/White,0.25
2221,1,Neutered Male,Pointer Mix,Black/White,0.25
2222,0,Intact Male,Labrador Retriever Mix,Black,0.25
2223,1,Neutered Male,Chihuahua Shorthair Mix,Tan,0.25
2224,1,Neutered Male,Chihuahua Shorthair Mix,White,0.25
2225,1,Neutered Male,Chihuahua Shorthair Mix,Cream,0.25
2226,1,Spayed Female,Plott Hound Mix,Black/Brown,0.25
2227,0,Intact Female,Yorkshire Terrier Mix,Tan/Black,0.25
2228,0,Intact Male,Yorkshire Terrier Mix,Tan/White,0.25
2229,0,Intact Male,Chihuahua Shorthair Mix,White/Tan,0.25
2230,1,Neutered Male,Chihuahua Shorthair Mix,Brown/White,0.25
2231,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.25
2232,0,Intact Female,Pit Bull Mix,Black,0.25
2233,1,Spayed Female,Australian Shepherd Mix,Brown Brindle/White,0.25
2234,0,Intact Male,Labrador Retriever Mix,Black,0.25
2235,0,Intact Female,Boxer Mix,Brown,0.25
2236,0,Intact Female,Boxer Mix,Black,0.25
2237,0,Intact Female,Boxer Mix,Brown,0.25
2238,0,Intact Female,Boxer Mix,Black,0.25
2239,1,Intact Female,Labrador Retriever Mix,Brown,0.25
2240,1,Spayed Female,Plott Hound Mix,Brown Brindle/White,0.25
2241,1,Neutered Male,German Shepherd Mix,Brown/Black,0.25
2242,1,Neutered Male,Labrador Retriever Mix,Sable/White,0.25
2243,1,Neutered Male,Labrador Retriever Mix,Black,0.25
2244,1,Spayed Female,Labrador Retriever Mix,Sable,0.25
2245,1,Neutered Male,Pointer Mix,White/Black,0.25
2246,1,Neutered Male,Pointer Mix,White/Black,0.25
2247,1,Spayed Female,Cairn Terrier Mix,White/Tan,0.25
2248,1,Spayed Female,Labrador Retriever Mix,White,0.25
2249,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2250,0,Intact Female,Pit Bull Mix,Brown Brindle/White,0.25
2251,0,Intact Male,Pit Bull Mix,Black/White,0.25
2252,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,0.25
2253,1,Spayed Female,Labrador Retriever Mix,Tan,0.25
2254,0,Neutered Male,Labrador Retriever Mix,Black,0.25
2255,0,Spayed Female,Labrador Retriever Mix,Black,0.25
2256,1,Neutered Male,Labrador Retriever Mix,Red,0.25
2257,1,Spayed Female,Rat Terrier Mix,Red,0.25
2258,1,Spayed Female,Pit Bull Mix,Tan/White,0.25
2259,1,Spayed Female,German Shepherd Mix,Black/Tan,0.25
2260,0,Intact Male,Australian Cattle Dog Mix,White/Brown,0.25
2261,0,Intact Female,Siberian Husky Mix,White,0.25
2262,1,Spayed Female,Labrador Retriever Mix,Chocolate/White,0.25
2263,1,Spayed Female,Labrador Retriever Mix,Chocolate,0.25
2264,1,Spayed Female,Labrador Retriever Mix,Black,0.25
2265,1,Spayed Female,Labrador Retriever Mix,Black,0.25
2266,1,Spayed Female,Chihuahua Shorthair Mix,Tan,0.25
2267,1,Neutered Male,Australian Shepherd Mix,Brown/White,0.25
2268,1,Spayed Female,Australian Shepherd Mix,Black/Tricolor,0.25
2269,1,Spayed Female,Boxer Mix,Red/White,0.25
2270,1,Neutered Male,Pointer Mix,White/Black,0.25
2271,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tan,0.25
2272,1,Spayed Female,Border Collie Mix,Black,0.25
2273,1,Spayed Female,German Shepherd Mix,Black/Brown,0.25
2274,1,Intact Male,Labrador Retriever Mix,White/Black,0.25
2275,1,Spayed Female,Chihuahua Shorthair Mix,Red/White,0.25
2276,1,Neutered Male,Pointer Mix,Brown,0.25
2277,1,Spayed Female,Pointer Mix,White/Black,0.25
2278,1,Neutered Male,Pointer Mix,White/Black,0.25
2279,1,Spayed Female,Australian Cattle Dog Mix,White/Tan,0.25
2280,1,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2281,1,Neutered Male,Pit Bull Mix,White/Brown,0.25
2282,1,Neutered Male,Pointer Mix,Black/White,0.25
2283,1,Spayed Female,Chihuahua Shorthair/Dachshund,Black/Brown,0.25
2284,1,Neutered Male,Chihuahua Shorthair/Dachshund,Brown,0.25
2285,1,Spayed Female,Chihuahua Shorthair/Dachshund,Brown,0.25
2286,1,Neutered Male,Catahoula Mix,Brown Brindle/White,0.25
2287,1,Neutered Male,German Shepherd Mix,Sable/White,0.25
2288,1,Neutered Male,Border Collie Mix,Black/White,0.25
2289,1,Neutered Male,Border Collie Mix,Brown Brindle/White,0.25
2290,0,Spayed Female,German Shepherd Mix,Brown/Black,0.25
2291,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.25
2292,1,Neutered Male,Labrador Retriever Mix,Black,0.25
2293,1,Spayed Female,Labrador Retriever Mix,Chocolate,0.25
2294,1,Spayed Female,Labrador Retriever Mix,Brown/Black,0.25
2295,1,Neutered Male,Pit Bull Mix,Black/White,0.25
2296,1,Spayed Female,Boxer Mix,Red/White,0.25
2297,1,Neutered Male,Boxer Mix,Red/White,0.25
2298,0,Intact Male,Pit Bull Mix,White/Tan,0.25
2299,1,Neutered Male,Pit Bull Mix,Chocolate/White,0.25
2300,1,Spayed Female,Jack Russell Terrier Mix,White/Brown,0.25
2301,1,Neutered Male,Catahoula Mix,Fawn/White,0.25
2302,0,Intact Female,Australian Cattle Dog Mix,White/Tan,0.25
2303,1,Spayed Female,Australian Cattle Dog Mix,Brown/White,0.25
2304,1,Neutered Male,Labrador Retriever Mix,Sable,0.25
2305,1,Spayed Female,Pit Bull Mix,Brown Brindle/White,0.25
2306,1,Spayed Female,Jack Russell Terrier Mix,Tricolor,0.25
2307,1,Neutered Male,Jack Russell Terrier Mix,Sable/White,0.25
2308,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2309,1,Neutered Male,Labrador Retriever Mix,Chocolate/White,0.25
2310,0,Spayed Female,Cairn Terrier Mix,Brown,0.25
2311,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
2312,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
2313,1,Spayed Female,German Shepherd Mix,Brown/White,0.25
2314,1,Spayed Female,Labrador Retriever Mix,Black/White,0.25
2315,1,Spayed Female,Labrador Retriever,Brown/White,0.25
2316,1,Spayed Female,Labrador Retriever Mix,White/Brown,0.25
2317,1,Spayed Female,Chihuahua Shorthair,Brown/Tan,0.25
2318,1,Spayed Female,Chihuahua Longhair Mix,Tricolor,0.25
2319,0,Spayed Female,Chihuahua Shorthair,White/Tan,0.25
2320,1,Spayed Female,German Shepherd Mix,Brown/Black,0.25
2321,1,Spayed Female,Labrador Retriever,Tan/White,0.25
2322,1,Neutered Male,Labrador Retriever,Brown,0.25
2323,1,Neutered Male,Labrador Retriever,Black,0.25
2324,1,Spayed Female,Labrador Retriever,Black,0.25
2325,1,Spayed Female,Labrador Retriever,Black,0.25
2326,1,Spayed Female,Pit Bull Mix,Brown/White,0.25
2327,1,Spayed Female,Boxer Mix,Brown Brindle/White,0.25
2328,1,Neutered Male,Beagle Mix,White/Black,0.25
2329,1,Spayed Female,Labrador Retriever,Cream,0.25
2330,0,Intact Female,Chihuahua Shorthair,Tan/Black,0.25
2331,0,Intact Female,Labrador Retriever,Black/White,0.25
2332,0,Intact Female,German Shepherd,Black/Brown,0.25
2333,1,Neutered Male,Chihuahua Shorthair,Tan,0.25
2334,1,Spayed Female,Chihuahua Longhair Mix,Brown/Black,0.25
2335,1,Neutered Male,Anatol Shepherd Mix,Fawn/White,0.25
2336,1,Neutered Male,Great Pyrenees Mix,White,0.25
2337,1,Neutered Male,Chihuahua Shorthair,Black/Brown,0.25
2338,1,Neutered Male,Labrador Retriever,Black/White,0.25
2339,0,Intact Female,Labrador Retriever Mix,Tan/White,0.25
2340,0,Intact Female,Labrador Retriever Mix,Tan,0.25
2341,1,Spayed Female,Labrador Retriever,White,0.25
2342,1,Neutered Male,Labrador Retriever,Black/White,0.25
2343,1,Spayed Female,Black Mouth Cur Mix,Tan/Black,0.25
2344,1,Neutered Male,Pointer Mix,Brown Brindle/White,0.25
2345,1,Neutered Male,German Shepherd,Sable,0.25
2346,1,Spayed Female,German Shepherd,Sable,0.25
2347,1,Neutered Male,Plott Hound Mix,Brown Brindle/White,0.25
2348,1,Spayed Female,Labrador Retriever,Brown,0.25
2349,1,Spayed Female,Chihuahua Shorthair,Tan,0.25
2350,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.25
2351,0,Intact Male,Labrador Retriever,Brown,0.25
2352,0,Intact Female,Labrador Retriever,Black,0.25
2353,1,Neutered Male,Chihuahua Shorthair,Brown,0.25
2354,1,Spayed Female,Chihuahua Shorthair Mix,Black/White,0.25
2355,1,Neutered Male,Labrador Retriever Mix,Black,0.25
2356,1,Spayed Female,Labrador Retriever,Black,0.25
2357,1,Spayed Female,Labrador Retriever,Black,0.25
2358,1,Neutered Male,Labrador Retriever,Black,0.25
2359,1,Spayed Female,Labrador Retriever,Brown/Black,0.25
2360,1,Spayed Female,Miniature Schnauzer Mix,Cream,0.25
2361,1,Spayed Female,Plott Hound Mix,Black,0.25
2362,1,Neutered Male,Chihuahua Shorthair Mix,Black/Brown,0.25
2363,1,Neutered Male,Chihuahua Shorthair Mix,Black/Brown,0.25
2364,0,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2365,1,Spayed Female,Rat Terrier Mix,Tan/Black,0.25
2366,1,Neutered Male,Labrador Retriever Mix,Tan/White,0.25
2367,1,Neutered Male,Labrador Retriever Mix,Tan/White,0.25
2368,1,Neutered Male,Labrador Retriever Mix,Sable/White,0.25
2369,1,Spayed Female,Labrador Retriever Mix,Tan/White,0.25
2370,1,Spayed Female,Labrador Retriever Mix,Tan/White,0.25
2371,1,Neutered Male,Plott Hound Mix,Brown Brindle/White,0.25
2372,1,Neutered Male,Labrador Retriever Mix,Black/White,0.25
2373,1,Neutered Male,Labrador Retriever Mix,White/Black,0.25
2374,0,Intact Female,Labrador Retriever Mix,White/Black,0.25
2375,0,Intact Female,Labrador Retriever Mix,White/Black,0.25
2376,0,Intact Female,Labrador Retriever Mix,Black/White,0.25
2377,0,Intact Male,Labrador Retriever Mix,Black/White,0.25
2378,1,Spayed Female,Labrador Retriever Mix,Black,0.25
2379,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,0.25
2380,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.25
2381,1,Spayed Female,Chihuahua Shorthair Mix,Black/Tricolor,0.25
2382,1,Neutered Male,Chihuahua Shorthair Mix,Black/Tricolor,0.25
2383,1,Spayed Female,Chihuahua Shorthair Mix,Black,0.25
